	time	[adp]	[atp]	[dummy_S]	[fba__adp]	[fba__atp]	[fba__fru16bp]	[fba__glc]	[fba__pg2]	[fba__pyr]	[glc]	[pyr]	EX_adp	EX_atp	EX_glc	EX_pyr	RATP	fba__R1	fba__R2	fba__R3	update__update_adp	update__update_atp	update__update_glc	update__update_pyr	Vmax_RATP	atp_tot	bounds__lb_EX_adp_fba	bounds__lb_EX_atp_fba	bounds__lb_EX_glc_fba	bounds__lb_EX_pyr_fba	bounds__ub_EX_adp_fba	bounds__ub_EX_atp_fba	bounds__ub_EX_glc_fba	bounds__ub_EX_pyr_fba	c3_tot	dt	fba__ub_R3	fba__ub_default	fba__zero	k_RATP	lb_EX_adp	lb_EX_atp	lb_EX_glc	lb_EX_pyr	pEX_adp	pEX_atp	pEX_glc	pEX_pyr	ub_EX_adp	ub_EX_atp	ub_EX_glc	ub_EX_pyr
0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	-1.0	1.0	-0.5	1.0	0.9523809523809523	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-10.0	-20.0	-50.0	-0.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.1	0.1	0.9952434820151336	2.004756517984865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.950000000000004	0.1	-1.0	1.0	-0.5	1.0	0.9524885661854408	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999987	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000007	0.1	1.0	1000.0	0.0	0.1	-9.952434820151336	-20.04756517984865	-49.500000000000036	-1.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.2	0.2	0.9904976890272098	2.0095023109727905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.899999999999999	0.2	-1.0	1.0	-0.5	1.0	0.9525954536859998	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000004	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	9.999999999999996	0.1	1.0	1000.0	0.0	0.1	-9.904976890272097	-20.095023109727904	-48.999999999999986	-2.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.30000000000000004	0.30000000000000004	0.9857625488135624	2.014237451186438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.849999999999999	0.30000000000000004	-1.0	1.0	-0.5	1.0	0.9527016230159562	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000004	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	9.999999999999998	0.1	1.0	1000.0	0.0	0.1	-9.857625488135623	-20.14237451186438	-48.499999999999986	-3.0000000000000004	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.4	0.4	0.9810379899584988	2.0189620100415024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8	0.4	-1.0	1.0	-0.5	1.0	0.9528070821816945	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000013	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-9.810379899584987	-20.189620100415024	-47.99999999999999	-4.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.5	0.5	0.9763239418407229	2.0236760581592796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.75	0.5	-1.0	1.0	-0.5	1.0	0.9529118390651933	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000027	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.0	0.1	1.0	1000.0	0.0	0.1	-9.76323941840723	-20.236760581592794	-47.5	-5.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.6000000000000001	0.6000000000000001	0.9716203346210197	2.0283796653789845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.699999999999999	0.6	-1.0	1.0	-0.5	1.0	0.9530159014264996	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000044	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	9.999999999999998	0.1	1.0	1000.0	0.0	0.1	-9.716203346210197	-20.283796653789842	-46.99999999999999	-5.999999999999999	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.7000000000000001	0.7000000000000001	0.9669270992301823	2.0330729007698225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.650000000000004	0.7	-1.0	1.0	-0.5	1.0	0.9531192769061432	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.000000000000005	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000007	0.1	1.0	1000.0	0.0	0.1	-9.669270992301822	-20.330729007698224	-46.500000000000036	-6.999999999999999	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.8	0.8	0.9622441673571803	2.0377558326428247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.600000000000004	0.7999999999999999	-1.0	1.0	-0.5	1.0	0.953221973027493	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.000000000000005	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000009	0.1	1.0	1000.0	0.0	0.1	-9.622441673571803	-20.377558326428247	-46.000000000000036	-7.999999999999999	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
0.9	0.9	0.9575714714375576	2.042428528562449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.550000000000008	0.8999999999999999	-1.0	1.0	-0.5	1.0	0.9533239971990575	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000067	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000016	0.1	1.0	1000.0	0.0	0.1	-9.575714714375575	-20.42428528562449	-45.50000000000008	-8.999999999999998	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
1.0	1.0	0.9529089446420594	2.047091055357948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.500000000000007	0.9999999999999999	-1.0	1.0	-0.5	1.0	0.9534253567167281	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000075	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000014	0.1	1.0	1000.0	0.0	0.1	-9.529089446420594	-20.47091055357948	-45.00000000000007	-9.999999999999998	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
1.1	1.1	0.9482565208654817	2.0517434791345264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.450000000000009	1.0999999999999999	-1.0	1.0	-0.5	1.0	0.9535260587659724	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.000000000000008	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000018	0.1	1.0	1000.0	0.0	0.1	-9.482565208654817	-20.517434791345263	-44.500000000000085	-10.999999999999998	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
1.2000000000000002	1.2000000000000002	0.9436141347157339	2.0563858652842737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.400000000000006	1.2	-1.0	1.0	-0.5	1.0	0.9536261104239722	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000075	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.00000000000001	0.1	1.0	1000.0	0.0	0.1	-9.436141347157339	-20.563858652842736	-44.00000000000006	-11.999999999999998	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
1.3	1.3	0.9389817215031174	2.0610182784968885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.350000000000002	1.3	-1.0	1.0	-0.5	1.0	0.9537255186617136	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000058	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000005	0.1	1.0	1000.0	0.0	0.1	-9.389817215031174	-20.610182784968885	-43.50000000000002	-13.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
1.4000000000000001	1.4000000000000001	0.934359217229808	2.0656407827701972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.300000000000004	1.4000000000000001	-1.0	1.0	-0.5	1.0	0.9538242903460267	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000053	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000009	0.1	1.0	1000.0	0.0	0.1	-9.343592172298079	-20.656407827701972	-43.00000000000004	-14.0	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
1.5	1.5	0.9297465585795399	2.0702534414204647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.250000000000003	1.5000000000000002	-1.0	1.0	-0.5	1.0	0.9539224322415779	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000044	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000005	0.1	1.0	1000.0	0.0	0.1	-9.297465585795399	-20.702534414204646	-42.50000000000002	-15.000000000000002	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
1.6	1.6	0.9251436829074865	2.0748563170925154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.200000000000002	1.6000000000000003	-1.0	1.0	-0.5	1.0	0.9540199510128161	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000018	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000004	0.1	1.0	1000.0	0.0	0.1	-9.251436829074864	-20.748563170925152	-42.000000000000014	-16.000000000000004	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
1.7000000000000002	1.7000000000000002	0.9205505282303351	2.0794494717696663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.150000000000003	1.7000000000000004	-1.0	1.0	-0.5	1.0	0.9541168532258735	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000013	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000007	0.1	1.0	1000.0	0.0	0.1	-9.205505282303351	-20.79449471769666	-41.50000000000003	-17.000000000000004	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
1.8	1.8	0.9159670332165474	2.0840329667834543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.100000000000008	1.8000000000000005	-1.0	1.0	-0.5	1.0	0.9542131453504222	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000018	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000016	0.1	1.0	1000.0	0.0	0.1	-9.159670332165474	-20.840329667834542	-41.00000000000007	-18.000000000000004	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
1.9000000000000001	1.9000000000000001	0.9113931371768049	2.0886068628231955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.050000000000006	1.9000000000000006	-1.0	1.0	-0.5	1.0	0.9543088337614892	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	3.0000000000000004	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000012	0.1	1.0	1000.0	0.0	0.1	-9.113931371768048	-20.886068628231953	-40.50000000000006	-19.000000000000004	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
2.0	2.0	0.906828780054635	2.0931712199453636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000000000000007	2.0000000000000004	-1.0	1.0	-0.5	1.0	0.9544039247412287	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999987	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000014	0.1	1.0	1000.0	0.0	0.1	-9.068287800546349	-20.931712199453635	-40.00000000000007	-20.000000000000004	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
2.1	2.1	0.902273902417207	2.097726097582789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9500000000000077	2.1000000000000005	-1.0	1.0	-0.5	1.0	0.9544984244806544	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999996	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000016	0.1	1.0	1000.0	0.0	0.1	-9.022739024172068	-20.97726097582789	-39.50000000000008	-21.000000000000004	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
2.2	2.2	0.8977284454463073	2.1022715545536883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9000000000000075	2.2000000000000006	-1.0	1.0	-0.5	1.0	0.9545923390813328	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999956	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000016	0.1	1.0	1000.0	0.0	0.1	-8.977284454463073	-21.022715545536883	-39.00000000000007	-22.000000000000004	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
2.3000000000000003	2.3000000000000003	0.8931923509294741	2.1068076490705208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.850000000000006	2.3000000000000007	-1.0	1.0	-0.5	1.0	0.9546856745570377	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999947	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000012	0.1	1.0	1000.0	0.0	0.1	-8.93192350929474	-21.068076490705206	-38.50000000000006	-23.000000000000007	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
2.4000000000000004	2.4000000000000004	0.8886655612513014	2.1113344387486923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.800000000000006	2.400000000000001	-1.0	1.0	-0.5	1.0	0.954778436835368	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999994	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000012	0.1	1.0	1000.0	0.0	0.1	-8.886655612513014	-21.113344387486922	-38.00000000000006	-24.000000000000007	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
2.5	2.5	0.884148019384901	2.1158519806150937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7500000000000036	2.500000000000001	-1.0	1.0	-0.5	1.0	0.9548706317593284	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999947	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000007	0.1	1.0	1000.0	0.0	0.1	-8.841480193849009	-21.158519806150935	-37.500000000000036	-25.000000000000007	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
2.6	2.6	0.8796396688835194	2.120360331116476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7000000000000037	2.600000000000001	-1.0	1.0	-0.5	1.0	0.9549622650888757	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999995	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000009	0.1	1.0	1000.0	0.0	0.1	-8.796396688835193	-21.203603311164755	-37.000000000000036	-26.000000000000007	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
2.7	2.7	0.8751404538723099	2.1248595461276847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6500000000000075	2.700000000000001	-1.0	1.0	-0.5	1.0	0.95505334250243	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999947	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000016	0.1	1.0	1000.0	0.0	0.1	-8.751404538723099	-21.248595461276846	-36.50000000000007	-27.00000000000001	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
2.8000000000000003	2.8000000000000003	0.8706503190402514	2.1293496809597428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6000000000000076	2.800000000000001	-1.0	1.0	-0.5	1.0	0.9551438695983531	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999942	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000016	0.1	1.0	1000.0	0.0	0.1	-8.706503190402513	-21.293496809597425	-36.00000000000007	-28.00000000000001	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
2.9000000000000004	2.9000000000000004	0.866169209632218	2.1338307903677767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5500000000000083	2.9000000000000012	-1.0	1.0	-0.5	1.0	0.9552338518963935	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999947	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000018	0.1	1.0	1000.0	0.0	0.1	-8.661692096322179	-21.338307903677766	-35.50000000000008	-29.00000000000001	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
3.0	3.0	0.861697071441187	2.1383029285588093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5000000000000044	3.0000000000000013	-1.0	1.0	-0.5	1.0	0.9553232948391004	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999964	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.00000000000001	0.1	1.0	1000.0	0.0	0.1	-8.61697071441187	-21.38302928558809	-35.00000000000004	-30.00000000000001	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
3.1	3.1	0.8572338508005874	2.1427661491994074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4500000000000055	3.1000000000000014	-1.0	1.0	-0.5	1.0	0.9554122037932057	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999947	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000012	0.1	1.0	1000.0	0.0	0.1	-8.572338508005874	-21.427661491994073	-34.50000000000005	-31.000000000000014	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
3.2	3.2	0.8527794945767875	2.147220505423206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4000000000000057	3.2000000000000015	-1.0	1.0	-0.5	1.0	0.9555005840509774	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999933	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000012	0.1	1.0	1000.0	0.0	0.1	-8.527794945767875	-21.472205054232056	-34.00000000000006	-32.000000000000014	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
3.3000000000000003	3.3000000000000003	0.8483339501617152	2.1516660498382785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3500000000000068	3.3000000000000016	-1.0	1.0	-0.5	1.0	0.9555884408315424	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999994	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000014	0.1	1.0	1000.0	0.0	0.1	-8.483339501617152	-21.516660498382784	-33.500000000000064	-33.000000000000014	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
3.4000000000000004	3.4000000000000004	0.8438971654656064	2.1561028345343867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3000000000000074	3.4000000000000017	-1.0	1.0	-0.5	1.0	0.9556757792821806	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999993	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000016	0.1	1.0	1000.0	0.0	0.1	-8.438971654656063	-21.561028345343864	-33.00000000000007	-34.000000000000014	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
3.5	3.5	0.8394690889098865	2.160530911090105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2500000000000107	3.5000000000000018	-1.0	1.0	-0.5	1.0	0.9557626044795925	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.9999999999999916	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000023	0.1	1.0	1000.0	0.0	0.1	-8.394690889098865	-21.60530911090105	-32.50000000000011	-35.000000000000014	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
3.6	3.6	0.8350496694201753	2.1649503305798166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2000000000000095	3.600000000000002	-1.0	1.0	-0.5	1.0	0.9558489214311378	0.5	0.5	1.0	1.0	-1.0	0.5	-1.0	1.0	2.999999999999992	-1000.0	-1000.0	-1000.0	-1000.0	1000.0	1000.0	1000.0	1000.0	10.000000000000021	0.1	1.0	1000.0	0.0	0.1	-8.350496694201754	-21.649503305798163	-32.00000000000009	-36.000000000000014	-1.0	1.0	-0.5	1.0	1000.0	1000.0	1000.0	1000.0
