	time	[adp]	[atp]	[dummy_S]	[fba__adp]	[fba__atp]	[fba__fru16bp]	[fba__glc]	[fba__pg2]	[fba__pyr]	[glc]	[pyr]	EX_adp	EX_atp	EX_glc	EX_pyr	fba__R1	fba__R2	fba__R3	update__update_adp	update__update_atp	update__update_glc	update__update_pyr	bounds__fbalb_EX_adp	bounds__fbalb_EX_atp	bounds__fbalb_EX_glc	bounds__fbalb_EX_pyr	dt	fba__ub_R3	fba__ub_default	fba__zero	lb_EX_adp	lb_EX_atp	lb_EX_glc	lb_EX_pyr	pEX_adp	pEX_atp	pEX_glc	pEX_pyr	ub_EX_adp	ub_EX_atp	ub_EX_glc	ub_EX_pyr
4700.0	4700.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6499999999999977	4.700000000000005	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-26.499999999999975	-47.00000000000004	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
4800.0	4800.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.599999999999998	4.800000000000004	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-25.99999999999998	-48.00000000000004	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
4900.0	4900.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.549999999999998	4.900000000000004	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-25.49999999999998	-49.000000000000036	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
5000.0	5000.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4999999999999982	5.0000000000000036	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-24.999999999999982	-50.000000000000036	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
5100.0	5100.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4499999999999975	5.100000000000005	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-24.499999999999975	-51.00000000000005	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
5200.0	5200.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3999999999999977	5.200000000000005	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-23.999999999999975	-52.00000000000004	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
5300.0	5300.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.349999999999998	5.300000000000005	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-23.49999999999998	-53.00000000000005	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
5400.0	5400.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.299999999999998	5.400000000000005	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-22.99999999999998	-54.00000000000004	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
5500.0	5500.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2499999999999982	5.500000000000005	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-22.499999999999982	-55.00000000000005	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
5600.0	5600.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.199999999999998	5.600000000000006	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-21.99999999999998	-56.00000000000006	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
5700.0	5700.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.149999999999998	5.7000000000000055	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-21.49999999999998	-57.00000000000005	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
5800.0	5800.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0999999999999988	5.800000000000005	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-20.999999999999986	-58.00000000000005	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
5900.0	5900.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0499999999999985	5.900000000000005	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-20.499999999999982	-59.00000000000004	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
6000.0	6000.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9999999999999982	6.000000000000005	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-19.999999999999982	-60.00000000000005	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
6100.0	6100.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9499999999999986	6.100000000000006	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-19.499999999999986	-61.00000000000006	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
6200.0	6200.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8999999999999986	6.200000000000006	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-18.999999999999986	-62.000000000000064	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
6300.0	6300.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8499999999999985	6.300000000000006	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-18.499999999999986	-63.00000000000006	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
6400.0	6400.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7999999999999987	6.400000000000006	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-17.999999999999986	-64.00000000000006	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
6500.0	6500.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7499999999999987	6.500000000000006	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-17.499999999999986	-65.00000000000006	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
6600.0	6600.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6999999999999984	6.600000000000007	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-16.999999999999982	-66.00000000000006	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
6700.0	6700.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6499999999999984	6.700000000000007	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-16.499999999999982	-67.00000000000007	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
6800.0	6800.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5999999999999988	6.800000000000007	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-15.999999999999988	-68.00000000000007	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
6900.0	6900.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5499999999999987	6.9000000000000075	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-15.499999999999986	-69.00000000000007	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
7000.0	7000.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4999999999999982	7.000000000000009	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-14.999999999999982	-70.00000000000009	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
7100.0	7100.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4499999999999982	7.1000000000000085	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-14.49999999999998	-71.00000000000009	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
7200.0	7200.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.399999999999998	7.200000000000008	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-13.999999999999979	-72.00000000000007	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
7300.0	7300.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.349999999999998	7.300000000000008	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-13.49999999999998	-73.00000000000007	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
7400.0	7400.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.299999999999998	7.400000000000008	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-12.99999999999998	-74.00000000000009	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
7500.0	7500.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.249999999999998	7.500000000000009	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-12.499999999999979	-75.00000000000009	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
7600.0	7600.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1999999999999975	7.600000000000009	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-11.999999999999975	-76.00000000000009	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
7700.0	7700.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.149999999999998	7.700000000000009	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-11.499999999999979	-77.00000000000009	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
7800.0	7800.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0999999999999976	7.800000000000009	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-10.999999999999975	-78.00000000000009	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
7900.0	7900.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0499999999999976	7.900000000000008	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-10.499999999999975	-79.00000000000009	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
8000.0	8000.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999999976	8.000000000000007	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-9.999999999999975	-80.00000000000007	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
8100.0	8100.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9499999999999976	8.100000000000007	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-9.499999999999975	-81.00000000000006	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
8200.0	8200.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8999999999999977	8.200000000000006	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-8.999999999999977	-82.00000000000006	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
8300.0	8300.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8499999999999982	8.300000000000006	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-8.499999999999982	-83.00000000000006	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
8400.0	8400.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7999999999999982	8.400000000000006	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-7.999999999999981	-84.00000000000006	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
8500.0	8500.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.749999999999998	8.500000000000007	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-7.49999999999998	-85.00000000000007	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
8600.0	8600.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6999999999999985	8.600000000000005	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-6.999999999999985	-86.00000000000004	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
8700.0	8700.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6499999999999988	8.700000000000005	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-6.499999999999988	-87.00000000000004	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
8800.0	8800.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.599999999999999	8.800000000000006	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-5.999999999999989	-88.00000000000006	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
8900.0	8900.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5499999999999989	8.900000000000007	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-5.499999999999989	-89.00000000000007	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
9000.0	9000.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4999999999999986	9.000000000000009	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-4.999999999999986	-90.00000000000009	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
9100.0	9100.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4499999999999982	9.100000000000009	0.0	0.0	-0.0005	0.001	0.0005	0.0005	0.001	0.0	0.0	0.0005	-0.001	-1000.0	-1000.0	-1000.0	-1000.0	0.1	0.001	1000.0	0.0	-10.0	-20.0	-4.499999999999981	-91.00000000000009	0.0	0.0	-0.0005	0.001	1000.0	1000.0	1000.0	1000.0
