time,lb_EX_pyr,ub_EX_pyr,lb_EX_glc,ub_EX_glc,lb_EX_adp,ub_EX_adp,lb_EX_atp,ub_EX_atp,pEX_pyr,pEX_glc,pEX_adp,pEX_atp,pyr,glc,adp,atp,dummy_S,bounds__fbalb_EX_pyr,bounds__fbalb_EX_glc,bounds__fbalb_EX_adp,bounds__fbalb_EX_atp,fba__atp,fba__adp,fba__glc,fba__pyr,fba__fru16bp,fba__pg2
0.0,-0.0,1000.0,-50.0,1000.0,-10.0,1000.0,-20.0,1000.0,0.001,-5.0E-4,-0.001,0.001,0.0,5.0,1.0,2.0,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,-1.0,1000.0,-49.5,1000.0,-9.952434820150811,1000.0,-20.047565179849187,1000.0,0.001,-5.0E-4,-0.001,0.001,0.1,4.95,0.9952434820150812,2.004756517984919,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,-2.0,1000.0,-49.0,1000.0,-9.904976890271012,1000.0,-20.095023109728988,1000.0,0.001,-5.0E-4,-0.001,0.001,0.2,4.9,0.9904976890271013,2.009502310972899,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
300.0,-3.0000000000000004,1000.0,-48.5,1000.0,-9.857625488134024,1000.0,-20.142374511865974,1000.0,0.001,-5.0E-4,-0.001,0.001,0.30000000000000004,4.8500000000000005,0.9857625488134024,2.0142374511865975,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
400.0,-4.000000000000001,1000.0,-48.000000000000014,1000.0,-9.810379899582907,1000.0,-20.18962010041709,1000.0,0.001,-5.0E-4,-0.001,0.001,0.4000000000000001,4.800000000000002,0.9810379899582908,2.0189620100417094,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
500.0,-5.000000000000001,1000.0,-47.50000000000001,1000.0,-9.763239418404696,1000.0,-20.23676058159531,1000.0,0.001,-5.0E-4,-0.001,0.001,0.5000000000000001,4.750000000000001,0.9763239418404697,2.023676058159531,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
600.0,-6.000000000000002,1000.0,-47.00000000000001,1000.0,-9.716203346207235,1000.0,-20.28379665379277,1000.0,0.001,-5.0E-4,-0.001,0.001,0.6000000000000002,4.700000000000001,0.9716203346207236,2.028379665379277,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
700.0,-7.000000000000002,1000.0,-46.50000000000002,1000.0,-9.669270992298458,1000.0,-20.33072900770155,1000.0,0.001,-5.0E-4,-0.001,0.001,0.7000000000000002,4.650000000000002,0.9669270992298458,2.033072900770155,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
800.0,-8.000000000000002,1000.0,-46.00000000000002,1000.0,-9.62244167356805,1000.0,-20.37755832643196,1000.0,0.001,-5.0E-4,-0.001,0.001,0.8000000000000002,4.600000000000002,0.962244167356805,2.037755832643196,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
900.0,-9.0,1000.0,-45.50000000000003,1000.0,-9.575714714371449,1000.0,-20.42428528562856,1000.0,0.001,-5.0E-4,-0.001,0.001,0.9000000000000001,4.550000000000003,0.9575714714371449,2.0424285285628563,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
1000.0,-10.0,1000.0,-45.000000000000036,1000.0,-9.52908944641611,1000.0,-20.470910553583902,1000.0,0.001,-5.0E-4,-0.001,0.001,1.0,4.5000000000000036,0.952908944641611,2.0470910553583903,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
1100.0,-11.0,1000.0,-44.500000000000036,1000.0,-9.482565208649985,1000.0,-20.517434791350027,1000.0,0.001,-5.0E-4,-0.001,0.001,1.1,4.450000000000004,0.9482565208649986,2.051743479135003,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
1200.0,-11.999999999999996,1000.0,-44.00000000000004,1000.0,-9.436141347152175,1000.0,-20.563858652847838,1000.0,0.001,-5.0E-4,-0.001,0.001,1.1999999999999997,4.400000000000005,0.9436141347152175,2.056385865284784,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
1300.0,-12.999999999999998,1000.0,-43.500000000000036,1000.0,-9.38981721502569,1000.0,-20.610182784974324,1000.0,0.001,-5.0E-4,-0.001,0.001,1.2999999999999998,4.350000000000004,0.9389817215025691,2.0610182784974325,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
1400.0,-13.999999999999998,1000.0,-43.00000000000003,1000.0,-9.343592172292285,1000.0,-20.656407827707728,1000.0,0.001,-5.0E-4,-0.001,0.001,1.4,4.300000000000003,0.9343592172292285,2.065640782770773,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
1500.0,-15.0,1000.0,-42.500000000000036,1000.0,-9.297465585789295,1000.0,-20.702534414210717,1000.0,0.001,-5.0E-4,-0.001,0.001,1.5,4.2500000000000036,0.9297465585789295,2.070253441421072,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
1600.0,-15.999999999999998,1000.0,-42.00000000000003,1000.0,-9.251436829068455,1000.0,-20.748563170931558,1000.0,0.001,-5.0E-4,-0.001,0.001,1.5999999999999999,4.200000000000003,0.9251436829068455,2.0748563170931558,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
1700.0,-17.0,1000.0,-41.50000000000003,1000.0,-9.205505282296631,1000.0,-20.79449471770338,1000.0,0.001,-5.0E-4,-0.001,0.001,1.7,4.150000000000003,0.9205505282296632,2.0794494717703382,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
1800.0,-18.0,1000.0,-41.00000000000002,1000.0,-9.159670332158445,1000.0,-20.840329667841566,1000.0,0.001,-5.0E-4,-0.001,0.001,1.8,4.100000000000002,0.9159670332158445,2.084032966784157,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
1900.0,-19.0,1000.0,-40.50000000000002,1000.0,-9.11393137176071,1000.0,-20.8860686282393,1000.0,0.001,-5.0E-4,-0.001,0.001,1.9000000000000001,4.0500000000000025,0.9113931371760711,2.08860686282393,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
2000.0,-20.000000000000004,1000.0,-40.00000000000002,1000.0,-9.06828780053869,1000.0,-20.931712199461312,1000.0,0.001,-5.0E-4,-0.001,0.001,2.0000000000000004,4.000000000000003,0.906828780053869,2.0931712199461314,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
2100.0,-21.000000000000004,1000.0,-39.50000000000002,1000.0,-9.022739024164087,1000.0,-20.977260975835915,1000.0,0.001,-5.0E-4,-0.001,0.001,2.1000000000000005,3.9500000000000024,0.9022739024164088,2.0977260975835916,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
2200.0,-22.00000000000001,1000.0,-39.00000000000002,1000.0,-8.977284454454757,1000.0,-21.022715545545243,1000.0,0.001,-5.0E-4,-0.001,0.001,2.200000000000001,3.900000000000002,0.8977284454454758,2.1022715545545245,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
2300.0,-23.000000000000007,1000.0,-38.50000000000002,1000.0,-8.931923509286088,1000.0,-21.06807649071392,1000.0,0.001,-5.0E-4,-0.001,0.001,2.3000000000000007,3.8500000000000023,0.8931923509286088,2.106807649071392,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
2400.0,-24.000000000000004,1000.0,-38.00000000000002,1000.0,-8.886655612504018,1000.0,-21.11334438749599,1000.0,0.001,-5.0E-4,-0.001,0.001,2.4000000000000004,3.800000000000002,0.8886655612504019,2.111334438749599,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
2500.0,-25.000000000000004,1000.0,-37.500000000000014,1000.0,-8.84148019383966,1000.0,-21.15851980616035,1000.0,0.001,-5.0E-4,-0.001,0.001,2.5000000000000004,3.7500000000000018,0.884148019383966,2.115851980616035,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
2600.0,-26.000000000000004,1000.0,-37.000000000000014,1000.0,-8.79639668882548,1000.0,-21.203603311174533,1000.0,0.001,-5.0E-4,-0.001,0.001,2.6000000000000005,3.700000000000002,0.8796396688825481,2.1203603311174533,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
2700.0,-27.000000000000004,1000.0,-36.50000000000002,1000.0,-8.75140453871301,1000.0,-21.248595461286996,1000.0,0.001,-5.0E-4,-0.001,0.001,2.7000000000000006,3.650000000000002,0.8751404538713009,2.1248595461287,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
2800.0,-28.00000000000001,1000.0,-36.000000000000014,1000.0,-8.706503190392043,1000.0,-21.29349680960796,1000.0,0.001,-5.0E-4,-0.001,0.001,2.800000000000001,3.600000000000002,0.8706503190392043,2.129349680960796,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
2900.0,-29.00000000000001,1000.0,-35.500000000000014,1000.0,-8.661692096311318,1000.0,-21.33830790368868,1000.0,0.001,-5.0E-4,-0.001,0.001,2.9000000000000012,3.5500000000000016,0.866169209631132,2.1338307903688682,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
3000.0,-30.00000000000001,1000.0,-35.000000000000014,1000.0,-8.616970714400605,1000.0,-21.383029285599395,1000.0,0.001,-5.0E-4,-0.001,0.001,3.0000000000000013,3.5000000000000013,0.8616970714400605,2.1383029285599395,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
3100.0,-31.000000000000018,1000.0,-34.50000000000001,1000.0,-8.572338507994193,1000.0,-21.427661492005807,1000.0,0.001,-5.0E-4,-0.001,0.001,3.100000000000002,3.450000000000001,0.8572338507994193,2.1427661492005807,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
3200.0,-32.000000000000014,1000.0,-34.00000000000001,1000.0,-8.527794945755765,1000.0,-21.472205054244238,1000.0,0.001,-5.0E-4,-0.001,0.001,3.200000000000002,3.400000000000001,0.8527794945755766,2.147220505424424,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
3300.0,-33.00000000000002,1000.0,-33.5,1000.0,-8.483339501604593,1000.0,-21.516660498395417,1000.0,0.001,-5.0E-4,-0.001,0.001,3.300000000000002,3.3500000000000005,0.8483339501604593,2.151666049839542,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
3400.0,-34.000000000000014,1000.0,-33.00000000000001,1000.0,-8.438971654643042,1000.0,-21.56102834535697,1000.0,0.001,-5.0E-4,-0.001,0.001,3.4000000000000017,3.3000000000000007,0.8438971654643043,2.156102834535697,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
3500.0,-35.000000000000014,1000.0,-32.5,1000.0,-8.394690889085368,1000.0,-21.60530911091465,1000.0,0.001,-5.0E-4,-0.001,0.001,3.5000000000000018,3.2500000000000004,0.8394690889085368,2.160530911091465,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
3600.0,-36.000000000000014,1000.0,-32.00000000000001,1000.0,-8.350496694187749,1000.0,-21.649503305812267,1000.0,0.001,-5.0E-4,-0.001,0.001,3.600000000000002,3.2000000000000006,0.835049669418775,2.164950330581227,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
3700.0,-37.000000000000014,1000.0,-31.500000000000007,1000.0,-8.306388564179565,1000.0,-21.693611435820454,1000.0,0.001,-5.0E-4,-0.001,0.001,3.7000000000000015,3.150000000000001,0.8306388564179565,2.1693611435820457,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
3800.0,-38.00000000000001,1000.0,-31.000000000000004,1000.0,-8.262365998195854,1000.0,-21.737634001804164,1000.0,0.001,-5.0E-4,-0.001,0.001,3.800000000000001,3.1000000000000005,0.8262365998195854,2.1737634001804165,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
3900.0,-39.00000000000001,1000.0,-30.50000000000001,1000.0,-8.218428500210964,1000.0,-21.781571499789052,1000.0,0.001,-5.0E-4,-0.001,0.001,3.9000000000000012,3.050000000000001,0.8218428500210965,2.1781571499789054,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
4000.0,-40.000000000000014,1000.0,-30.000000000000007,1000.0,-8.174575578973343,1000.0,-21.82542442102668,1000.0,0.001,-5.0E-4,-0.001,0.001,4.000000000000002,3.000000000000001,0.8174575578973344,2.182542442102668,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
4100.0,-41.000000000000014,1000.0,-29.50000000000001,1000.0,-8.130806747941456,1000.0,-21.86919325205857,1000.0,0.001,-5.0E-4,-0.001,0.001,4.100000000000001,2.950000000000001,0.8130806747941456,2.186919325205857,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
4200.0,-42.00000000000001,1000.0,-29.00000000000001,1000.0,-8.087121525220798,1000.0,-21.912878474779223,1000.0,0.001,-5.0E-4,-0.001,0.001,4.200000000000001,2.9000000000000012,0.8087121525220798,2.1912878474779225,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
4300.0,-43.000000000000014,1000.0,-28.500000000000007,1000.0,-8.043519433502006,1000.0,-21.95648056649802,1000.0,0.001,-5.0E-4,-0.001,0.001,4.300000000000002,2.850000000000001,0.8043519433502005,2.195648056649802,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
4400.0,-44.0,1000.0,-28.000000000000014,1000.0,-7.999999999999998,1000.0,-22.00000000000003,1000.0,0.001,-5.0E-4,-0.001,0.001,4.4,2.8000000000000016,0.7999999999999998,2.200000000000003,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
4500.0,-45.0,1000.0,-27.500000000000018,1000.0,-7.956562756394173,1000.0,-22.043437243605855,1000.0,0.001,-5.0E-4,-0.001,0.001,4.5,2.7500000000000018,0.7956562756394173,2.2043437243605855,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
4600.0,-45.999999999999986,1000.0,-27.00000000000002,1000.0,-7.913207238769607,1000.0,-22.08679276123042,1000.0,0.001,-5.0E-4,-0.001,0.001,4.599999999999999,2.7000000000000024,0.7913207238769607,2.2086792761230423,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
4700.0,-47.0,1000.0,-26.500000000000014,1000.0,-7.869932987559243,1000.0,-22.130067012440787,1000.0,0.001,-5.0E-4,-0.001,0.001,4.7,2.6500000000000017,0.7869932987559243,2.213006701244079,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
4800.0,-47.99999999999999,1000.0,-26.000000000000018,1000.0,-7.8267395474870645,1000.0,-22.173260452512967,1000.0,0.001,-5.0E-4,-0.001,0.001,4.8,2.600000000000002,0.7826739547487065,2.217326045251297,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
4900.0,-48.99999999999999,1000.0,-25.500000000000018,1000.0,-7.783626467512201,1000.0,-22.21637353248783,1000.0,0.001,-5.0E-4,-0.001,0.001,4.8999999999999995,2.550000000000002,0.7783626467512201,2.221637353248783,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,-49.999999999999986,1000.0,-25.00000000000002,1000.0,-7.740593300773984,1000.0,-22.259406699226044,1000.0,0.001,-5.0E-4,-0.001,0.001,4.999999999999999,2.500000000000002,0.7740593300773985,2.2259406699226045,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
5100.0,-50.99999999999999,1000.0,-24.500000000000018,1000.0,-7.697639604537912,1000.0,-22.302360395462117,1000.0,0.001,-5.0E-4,-0.001,0.001,5.1,2.450000000000002,0.7697639604537913,2.2302360395462117,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
5200.0,-52.0,1000.0,-24.000000000000014,1000.0,-7.6547649401424955,1000.0,-22.34523505985753,1000.0,0.001,-5.0E-4,-0.001,0.001,5.2,2.4000000000000017,0.7654764940142496,2.234523505985753,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
5300.0,-52.99999999999999,1000.0,-23.500000000000018,1000.0,-7.611968872947,1000.0,-22.388031127053026,1000.0,0.001,-5.0E-4,-0.001,0.001,5.3,2.350000000000002,0.7611968872947,2.2388031127053027,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
5400.0,-54.0,1000.0,-23.000000000000014,1000.0,-7.569250972280037,1000.0,-22.430749027719987,1000.0,0.001,-5.0E-4,-0.001,0.001,5.4,2.3000000000000016,0.7569250972280037,2.243074902771999,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
5500.0,-55.000000000000014,1000.0,-22.500000000000007,1000.0,-7.526610811388996,1000.0,-22.473389188611037,1000.0,0.001,-5.0E-4,-0.001,0.001,5.500000000000002,2.250000000000001,0.7526610811388996,2.2473389188611037,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
5600.0,-56.00000000000003,1000.0,-22.0,1000.0,-7.484047967390306,1000.0,-22.515952032609725,1000.0,0.001,-5.0E-4,-0.001,0.001,5.600000000000003,2.2,0.7484047967390306,2.2515952032609725,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
5700.0,-57.000000000000014,1000.0,-21.500000000000007,1000.0,-7.441562021220506,1000.0,-22.55843797877952,1000.0,0.001,-5.0E-4,-0.001,0.001,5.700000000000002,2.150000000000001,0.7441562021220506,2.255843797877952,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
5800.0,-58.00000000000002,1000.0,-21.000000000000004,1000.0,-7.399152557588105,1000.0,-22.600847442411922,1000.0,0.001,-5.0E-4,-0.001,0.001,5.8000000000000025,2.1000000000000005,0.7399152557588106,2.260084744241192,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
5900.0,-59.00000000000003,1000.0,-20.5,1000.0,-7.35681916492622,1000.0,-22.643180835073803,1000.0,0.001,-5.0E-4,-0.001,0.001,5.900000000000003,2.0500000000000003,0.735681916492622,2.2643180835073804,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,-60.00000000000002,1000.0,-20.000000000000004,1000.0,-7.314561435345975,1000.0,-22.68543856465405,1000.0,0.001,-5.0E-4,-0.001,0.001,6.000000000000003,2.0000000000000004,0.7314561435345975,2.268543856465405,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
6100.0,-61.00000000000003,1000.0,-19.500000000000004,1000.0,-7.272378964590653,1000.0,-22.72762103540937,1000.0,0.001,-5.0E-4,-0.001,0.001,6.100000000000003,1.9500000000000004,0.7272378964590653,2.2727621035409373,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
6200.0,-62.00000000000003,1000.0,-19.000000000000007,1000.0,-7.230271351990572,1000.0,-22.76972864800945,1000.0,0.001,-5.0E-4,-0.001,0.001,6.200000000000003,1.9000000000000008,0.7230271351990573,2.2769728648009453,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
6300.0,-63.00000000000003,1000.0,-18.500000000000007,1000.0,-7.188238200418683,1000.0,-22.81176179958134,1000.0,0.001,-5.0E-4,-0.001,0.001,6.300000000000003,1.8500000000000008,0.7188238200418683,2.281176179958134,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
6400.0,-64.00000000000003,1000.0,-18.000000000000007,1000.0,-7.1462791162468715,1000.0,-22.85372088375315,1000.0,0.001,-5.0E-4,-0.001,0.001,6.400000000000003,1.800000000000001,0.7146279116246872,2.2853720883753152,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
6500.0,-65.00000000000003,1000.0,-17.500000000000004,1000.0,-7.104393709302956,1000.0,-22.895606290697067,1000.0,0.001,-5.0E-4,-0.001,0.001,6.5000000000000036,1.7500000000000004,0.7104393709302956,2.289560629069707,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
6600.0,-66.00000000000003,1000.0,-17.0,1000.0,-7.06258159282835,1000.0,-22.93741840717167,1000.0,0.001,-5.0E-4,-0.001,0.001,6.600000000000003,1.7000000000000002,0.706258159282835,2.2937418407171672,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
6700.0,-67.00000000000003,1000.0,-16.500000000000004,1000.0,-7.020842383436399,1000.0,-22.97915761656362,1000.0,0.001,-5.0E-4,-0.001,0.001,6.700000000000004,1.6500000000000006,0.70208423834364,2.297915761656362,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
6800.0,-68.00000000000004,1000.0,-16.000000000000007,1000.0,-6.9791757010713695,1000.0,-23.020824298928655,1000.0,0.001,-5.0E-4,-0.001,0.001,6.800000000000004,1.6000000000000008,0.697917570107137,2.3020824298928657,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
6900.0,-69.00000000000003,1000.0,-15.500000000000007,1000.0,-6.937581168968066,1000.0,-23.06241883103196,1000.0,0.001,-5.0E-4,-0.001,0.001,6.900000000000004,1.5500000000000007,0.6937581168968067,2.306241883103196,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
7000.0,-70.00000000000004,1000.0,-15.000000000000009,1000.0,-6.896058413612096,1000.0,-23.103941586387933,1000.0,0.001,-5.0E-4,-0.001,0.001,7.000000000000004,1.5000000000000009,0.6896058413612096,2.3103941586387933,0.0,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0
